Name,Year,Sex,Team,NOC,City,Sport,Event,Medal
Marino Vigna,1960,M,Italy,ITA,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Marinus Pijnen,1968,M,Netherlands,NED,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Mario Ani,2004,M,Croatia,CRO,Athina,Tennis,Tennis Men's Doubles,Bronze
Mario Appen,1992,M,Germany,GER,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Mario Curletto,1960,M,Italy,ITA,Roma,Fencing,"Fencing Men's Foil, Team",Silver
Mario Fiorillo,1992,M,Italy,ITA,Barcelona,Water Polo,Water Polo Men's Water Polo,Gold
Mario Gonzlez,1968,M,Argentina,ARG,Mexico City,Boxing,Boxing Men's Welterweight,Bronze
Mario Kummer,1988,M,East Germany,GDR,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Mario Martinez,1984,M,United States,USA,Los Angeles,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
Mario Mesa,2000,M,Cuba,CUB,Sydney,Boxing,Boxing Men's Lightweight,Gold
Mario Montano,1972,M,Italy,ITA,Munich,Fencing,"Fencing Men's Sabre, Team",Gold
Mario Montano,1972,M,Italy,ITA,Munich,Fencing,"Fencing Men's Sabre, Team",Gold
Mario Ravagnan,1960,M,Italy,ITA,Roma,Fencing,"Fencing Men's Sabre, Team",Bronze
Mario Streit,1988,M,East Germany,GDR,Seoul,Rowing,Rowing Men's Coxed Pairs,Silver
Mario Vallotto,1960,M,Italy,ITA,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Mario Valota,1952,M,Switzerland,SUI,Helsinki,Fencing,"Fencing Men's epee, Team",Bronze
Mario Zanin,1964,M,Italy,ITA,Tokyo,Cycling,"Cycling Men's Road Race, Individual",Gold
Mario-Elio Gyr,2016,M,Switzerland,SUI,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
Marioara Popescu-ciobanu,1984,F,Romania,ROU,Los Angeles,Rowing,Rowing Women's Double Sculls,Gold
Marion (-eaton),1984,F,Canada,CAN,Los Angeles,Rowing,Rowing Women's Coxless Pairs,Silver
Marion (-lehmann),1976,F,East Germany,GDR,Montreal,Handball,Handball Women's Handball,Silver
Marion (-mould),1968,F,Great Britain,GBR,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
Marion (-wellner),1976,F,East Germany,GDR,Montreal,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Marion (steiner-),1976,F,West Germany,FRG,Montreal,Athletics,Athletics Women's Javelin Throw,Silver
Marion -thompson),2000,F,United States,USA,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Marion Clignet,1996,F,France,FRA,Atlanta,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Silver
Marion Greig,1976,F,United States,USA,Montreal,Rowing,Rowing Women's Coxed Eights,Bronze
Marion Laborde,2012,F,France,FRA,London,Basketball,Basketball Women's Basketball,Silver
Marion Lay,1968,F,Canada,CAN,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Marion Rodewald,2004,F,Germany,GER,Athina,Hockey,Hockey Women's Hockey,Gold
Marios Kapotsis,2020,M,Greece,GRE,Tokyo,Water Polo,Men Team,Silver
Marise -schou),1964,F,New Zealand,NZL,Tokyo,Athletics,Athletics Women's 800 metres,Bronze
Mariska Tunjung,2024,F,Indonesia,INA,Paris,Badminton,Women's Singles,Bronze
Marissa Carpadios,2004,F,Australia,AUS,Athina,Softball,Softball Women's Softball,Silver
Marit (-nord),1988,F,Sweden,SWE,Seoul,Sailing,Sailing Women's Two Person Dinghy,Silver
Marit Bouwmeester,2012,F,Netherlands,NED,London,Sailing,Sailing Women's One Person Dinghy,Silver
Marit Eupen,2004,F,Netherlands,NED,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
Marit Frafjord,2008,F,Norway,NOR,Beijing,Handball,Handball Women's Handball,Gold
Marit Jacobsen,2020,F,Norway,NOR,Tokyo,Handball,Women Team,Bronze
Marita (-gasch),1980,F,East Germany,GDR,Moskva,Rowing,Rowing Women's Coxed Eights,Gold
Marita (-meier),1980,F,East Germany,GDR,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
Marita (-meier),1980,F,East Germany,GDR,Moskva,Athletics,Athletics Women's 400 metres,Gold
Marita (aven-),1964,F,Soviet Union,URS,Tokyo,Volleyball,Volleyball Women's Volleyball,Silver
Marita Lange,1968,F,East Germany,GDR,Mexico City,Athletics,Athletics Women's Shot Put,Silver
Marita Wiggins,1984,F,Canada,CAN,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
Marita Wiggins,1984,F,Canada,CAN,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Maritta (-grieig),1968,F,East Germany,GDR,Mexico City,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Maritza (-mcclendon),2004,F,United States,USA,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Maritza Garca,1992,F,Cuba,CUB,Barcelona,Athletics,Athletics Women's Discus Throw,Gold
Marius Chiiga,1980,M,Romania,ROU,Moskva,Volleyball,Volleyball Men's Volleyball,Bronze
Marius Cozmiuc,2020,M,Romania,ROU,Tokyo,Rowing,Men's Pair Team,Silver
Marius Gherman,1988,M,Romania,ROU,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
Marius Klumperbeek,1964,M,Netherlands,NED,Tokyo,Rowing,Rowing Men's Coxed Fours,Bronze
Marius Strzalka,1980,M,Poland,POL,Moskva,Fencing,"Fencing Men's epee, Team",Silver
Marius Urzic,1996,M,Romania,ROU,Atlanta,Gymnastics,Gymnastics Men's Pommelled Horse,Silver
Mariya (-aleksashina),1980,F,Soviet Union,URS,Moskva,Rowing,Rowing Women's Coxed Fours,Bronze
Mariya (-farnosova),2012,F,Russia,RUS,London,Athletics,Athletics Women's 800 metres,Gold
Mariya (-grigalka),1956,F,Soviet Union,URS,Melbourne,Athletics,Athletics Women's High Jump,Silver
Mariya (-kirkevych),1976,F,Soviet Union,URS,Montreal,Handball,Handball Women's Handball,Gold
Mariya (-kurbatova),1976,F,Soviet Union,URS,Montreal,Gymnastics,Gymnastics Women's Team All-Around,Gold
Mariya (-tarabina),2008,F,Russia,RUS,Beijing,Athletics,Athletics Women's Javelin Throw,Silver
Mariya (-vasylieva),1980,F,Soviet Union,URS,Moskva,Rowing,Rowing Women's Coxed Eights,Silver
Mariya (grigorova-),1992,F,Bulgaria,BUL,Barcelona,Shooting,"Shooting Women's Air Pistol, 10 metres",Bronze
Mariya (kulchunova-),1988,F,Soviet Union,URS,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Mariya Borisova,2016,F,Russia,RUS,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
Mariya Feklistova,2000,F,Russia,RUS,Sydney,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze
Mariya Golubnichaya,1952,F,Soviet Union,URS,Helsinki,Athletics,Athletics Women's 80 metres Hurdles,Silver
Mariya Grabovetskaya,2008,F,Kazakhstan,KAZ,Beijing,Weightlifting,Weightlifting Women's Super-Heavyweight,Bronze
Mariya Gromova,2004,F,Russia,RUS,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Mariya Horokhovska,1952,F,Soviet Union,URS,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,Gold
Mariya Horokhovska,1952,F,Soviet Union,URS,Helsinki,Gymnastics,Gymnastics Women's Team All-Around,Gold
Mariya Horokhovska,1952,F,Soviet Union,URS,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,Silver
Mariya Horokhovska,1952,F,Soviet Union,URS,Helsinki,Gymnastics,Gymnastics Women's Floor Exercise,Silver
Mariya Horokhovska,1952,F,Soviet Union,URS,Helsinki,Gymnastics,Gymnastics Women's Horse Vault,Silver
Mariya Horokhovska,1952,F,Soviet Union,URS,Helsinki,Gymnastics,Gymnastics Women's Uneven Bars,Silver
Mariya Horokhovska,1952,F,Soviet Union,URS,Helsinki,Gymnastics,Gymnastics Women's Balance Beam,Silver
Mariya Kalmykova,2004,F,Russia,RUS,Athina,Basketball,Basketball Women's Basketball,Bronze
Mariya Kirilenko,2012,F,Russia-1,RUS,London,Tennis,Tennis Women's Doubles,Bronze
Mariya Kiselyova,2000,F,Russia,RUS,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Mariya Kiselyova,2000,F,Russia,RUS,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
Mariya Koleva,1996,F,Bulgaria,BUL,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
Mariya Korolyova,2000,F,Russia,RUS,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
Mariya Kryuchkova,2004,F,Russia,RUS,Athina,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Mariya Lasitskene,2020,F,Russia,ROC,Tokyo,Athletics,Women's High Jump,Gold
Mariya Lazuk,2000,F,Belarus,BLR,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
Mariya Mamoshuk,2016,F,Belarus,BLR,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle",Silver
Mariya Mazina,1996,F,Russia,RUS,Atlanta,Fencing,"Fencing Women's epee, Team",Bronze
Mariya Netesova,2000,F,Russia,RUS,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Mariya Paseka,2012,F,Russia,RUS,London,Gymnastics,Gymnastics Women's Team All-Around,Silver
Mariya Paseka,2012,F,Russia,RUS,London,Gymnastics,Gymnastics Women's Horse Vault,Bronze
Mariya Riemien,2012,F,Ukraine,UKR,London,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
Mariya Sharapova,2012,F,Russia,RUS,London,Tennis,Tennis Women's Singles,Silver
Mariya Shubina,1960,F,Soviet Union,URS,Roma,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
Mariya Shurochkina,2016,F,Russia,RUS,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Mariya Sidorova,2008,F,Russia,RUS,Beijing,Handball,Handball Women's Handball,Silver
Mariya Stadnik,2008,F,Azerbaijan,AZE,Beijing,Wrestling,"Wrestling Women's Flyweight, Freestyle",Bronze
Mariya Stepanova,2004,F,Russia,RUS,Athina,Basketball,Basketball Women's Basketball,Bronze
Mariya Stoyanova,1976,F,Bulgaria,BUL,Montreal,Basketball,Basketball Women's Basketball,Bronze
Mariya Tolkachova,2016,F,Russia,RUS,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Mariya Vergova-petkova,1976,F,Bulgaria,BUL,Montreal,Athletics,Athletics Women's Discus Throw,Silver
Mariyka Modeva,1976,F,Bulgaria,BUL,Montreal,Rowing,Rowing Women's Coxed Fours,Silver
Marjorie (-nelson),1952,F,Australia,AUS,Helsinki,Athletics,Athletics Women's 100 metres,Gold
Marjorie (-nelson),1952,F,Australia,AUS,Helsinki,Athletics,Athletics Women's 200 metres,Gold
Mark Bennett,2016,M,Great Britain,GBR,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
Mark Breland,1984,M,United States,USA,Los Angeles,Boxing,Boxing Men's Welterweight,Gold
Mark Cavendish,2016,M,Great Britain,GBR,Rio de Janeiro,Cycling,Cycling Men's Omnium,Silver
Mark Covell,2000,M,Great Britain,GBR,Sydney,Sailing,Sailing Mixed Two Person Keelboat,Silver
Mark Crear,1996,M,United States,USA,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,Silver
Mark Dragunski,2004,M,Germany,GER,Athina,Handball,Handball Men's Handball,Silver
Mark Gangloff,2004,M,United States,USA,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Mark Gorski,1984,M,United States,USA,Los Angeles,Cycling,Cycling Men's Sprint,Gold
Mark Heese,1996,M,Canada-1,CAN,Atlanta,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
Mark Henderson,1996,M,United States,USA,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Mark Hickman,2004,M,Australia,AUS,Athina,Hockey,Hockey Men's Hockey,Gold
Mark Huizinga,1996,M,Netherlands,NED,Atlanta,Judo,Judo Men's Middleweight,Bronze
Mark Hunter,2008,M,Great Britain,GBR,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Gold
Mark Hylton,1996,M,Great Britain,GBR,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Mark Jonge,2012,M,Canada,CAN,London,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Bronze
Mark Kleinschmidt,1996,M,Germany,GER,Atlanta,Rowing,Rowing Men's Coxed Eights,Silver
Mark Knowles,2004,M,Australia,AUS,Athina,Hockey,Hockey Men's Hockey,Gold
Mark Kolozsvary,2020,M,United States,USA,Tokyo,Baseball/Softball,Baseball Team,Silver
Mark Kotsay,1996,M,United States,USA,Atlanta,Baseball,Baseball Men's Baseball,Bronze
Mark Leduc,1992,M,Canada,CAN,Barcelona,Boxing,Boxing Men's Light-Welterweight,Silver
Mark Lenzi,1992,M,United States,USA,Barcelona,Diving,Diving Men's Springboard,Gold
Mark Lewis-francis,2004,M,Great Britain,GBR,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Mark Lopez,2008,M,United States,USA,Beijing,Taekwondo,Taekwondo Men's Featherweight,Silver
Mark Madsen,2016,M,Denmark,DEN,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
Mark Mckoy,1992,M,Canada,CAN,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,Gold
Mark Midler,1960,M,Soviet Union,URS,Roma,Fencing,"Fencing Men's Foil, Team",Gold
Mark Oldershaw,2012,M,Canada,CAN,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
Mark Ormrod,2004,M,Australia,AUS,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Mark Phillips,1972,M,Great Britain,GBR,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Mark Pinger,1992,M,Germany,GER,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
Mark Precious,1984,M,Great Britain,GBR,Los Angeles,Hockey,Hockey Men's Hockey,Bronze
Mark Rakita,1964,M,Soviet Union,URS,Tokyo,Fencing,"Fencing Men's Sabre, Team",Gold
Mark Reynolds,1988,M,United States,USA,Seoul,Sailing,Sailing Mixed Two Person Keelboat,Silver
Mark Richardson,1992,M,Great Britain,GBR,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Mark Robertson,2016,M,Great Britain,GBR,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
Mark Rowland,1988,M,Great Britain,GBR,Seoul,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
Mark Schultz,1984,M,United States,USA,Los Angeles,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
Mark Spitz,1968,M,United States,USA,Mexico City,Swimming,Swimming Men's 100 metres Butterfly,Silver
Mark Spitz,1968,M,United States,USA,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,Bronze
Mark Spitz,1968,M,United States,USA,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Mark Spitz,1968,M,United States,USA,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Mark Taylor,1980,M,Great Britain,GBR,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
Mark Todd,1984,M,New Zealand,NZL,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
Mark Turnbull,2000,M,Australia,AUS,Sydney,Sailing,Sailing Men's Two Person Dinghy,Gold
Mark Veens,2004,M,Netherlands,NED,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Mark Warnecke,1996,M,Germany,GER,Atlanta,Swimming,Swimming Men's 100 metres Breaststroke,Bronze
Mark Woodforde,1996,M,Australia,AUS,Atlanta,Tennis,Tennis Men's Doubles,Gold
Mark Zabel,1996,M,Germany,GER,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Mark Zijden,2000,M,Netherlands,NED,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Marketa Vondrousova,2020,F,Czech Republic,CZE,Tokyo,Tennis,Women's Singles,Silver
Markis Kido,2008,M,Indonesia-1,INA,Beijing,Badminton,Badminton Men's Doubles,Gold
Markku Slawyk,1984,M,West Germany,FRG,Los Angeles,Hockey,Hockey Men's Hockey,Silver
Marko Asell,1996,M,Finland,FIN,Atlanta,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
Marko Bija,2016,M,Croatia,CRO,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
Marko Bijac,2024,M,Croatia,CRO,Paris,Water Polo,Men,Silver
Marko Brajnovi,1952,M,Yugoslavia,YUG,Helsinki,Water Polo,Water Polo Men's Water Polo,Silver
Marko Elsner,1984,M,Yugoslavia,YUG,Los Angeles,Football,Football Men's Football,Bronze
Marko Grgic,2024,M,Germany,GER,Paris,Handball,Men,Silver
Marko Guduric,2024,M,Serbia,SRB,Paris,Basketball,Men,Bronze
Marko Kemppainen,2004,M,Finland,FIN,Athina,Shooting,Shooting Men's Skeet,Silver
Marko Klok,1992,M,Netherlands,NED,Barcelona,Volleyball,Volleyball Men's Volleyball,Silver
Marko Kopljar,2012,M,Croatia,CRO,London,Handball,Handball Men's Handball,Bronze
Marko Macan,2016,M,Croatia,CRO,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
Marko Simonovi,2016,M,Serbia,SRB,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
Marko Spittka,1996,M,Germany,GER,Atlanta,Judo,Judo Men's Middleweight,Bronze
Marko Tomievi,2016,M,Serbia,SRB,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
Marko Vavic,2024,M,United States,USA,Paris,Water Polo,Men,Bronze
Marko Yli-hannuksela,2000,M,Finland,FIN,Sydney,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze
Marko Zuvela,2024,M,Croatia,CRO,Paris,Water Polo,Men,Silver
Markus Baur,2004,M,Germany,GER,Athina,Handball,Handball Men's Handball,Silver
Markus Fuchs,2000,M,Switzerland,SUI,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
Markus Gier,1996,M,Switzerland,SUI,Atlanta,Rowing,Rowing Men's Lightweight Double Sculls,Gold
Markus Henrich,1988,M,West Germany,FRG,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Markus Oscarsson,2000,M,Sweden,SWE,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
Markus Rogan,2004,M,Austria,AUT,Athina,Swimming,Swimming Men's 200 metres Backstroke,Silver
Markus Rogan,2004,M,Austria,AUT,Athina,Swimming,Swimming Men's 100 metres Backstroke,Silver
Markus Rooth,2024,M,Norway,NOR,Paris,Athletics,Men's Decathlon,Gold
Markus Ryffel,1984,M,Switzerland,SUI,Los Angeles,Athletics,"Athletics Men's 5,000 metres",Silver
Markus Scherer,1984,M,West Germany,FRG,Los Angeles,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver
Marleen Jochems,2024,F,Netherlands,NED,Paris,Hockey,Women,Gold
Marlen Puentes,2012,F,United States,USA,London,Boxing,Boxing Women's Flyweight,Bronze
Marlen Reusser,2020,F,Switzerland,SUI,Tokyo,Cycling Road,Women's Individual Time Trial,Silver
Marlena Predescu-zagoni,1980,F,Romania,ROU,Moskva,Rowing,Rowing Women's Coxed Eights,Bronze
Marlene (-ebensperger),1956,F,Chile,CHI,Melbourne,Athletics,Athletics Women's Javelin Throw,Silver
Marlene (-o'shea),1956,F,Australia,AUS,Melbourne,Athletics,Athletics Women's 100 metres,Bronze
Marlene (-o'shea),1956,F,Australia,AUS,Melbourne,Athletics,Athletics Women's 200 metres,Bronze
Marlene Daz,1968,F,Cuba,CUB,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Marlenis Blanco,1992,F,Cuba,CUB,Barcelona,Volleyball,Volleyball Women's Volleyball,Gold
Marley (-tobian),1956,F,United States,USA,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Marlies Oelsner-ghr,1976,F,East Germany,GDR,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Marlies Smulders,2004,F,Netherlands,NED,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
Marlne Harnois,2012,F,France,FRA,London,Taekwondo,Taekwondo Women's Featherweight,Bronze
Marloes Keetels,2016,F,Netherlands,NED,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
Marloes Oldenburg,2024,F,Netherlands,NED,Paris,Rowing,Women's Four,Gold
Marlon Devonish,2004,M,Great Britain,GBR,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Marnie Mcbean,1992,F,Canada,CAN,Barcelona,Rowing,Rowing Women's Coxed Eights,Gold
Marnie Mcbean,1992,F,Canada,CAN,Barcelona,Rowing,Rowing Women's Coxless Pairs,Gold
Maro Jokovi,2012,M,Croatia,CRO,London,Water Polo,Water Polo Men's Water Polo,Gold
Maro Jokovic,2024,M,Croatia,CRO,Paris,Water Polo,Men,Silver
Marquel Brooks,2024,M,United States,USA,Paris,Wrestling,Men's Freestyle 86kg,Bronze
Marta (-dahelov),1980,F,Czechoslovakia,TCH,Moskva,Hockey,Hockey Women's Hockey,Silver
Marta Bach,2020,F,Spain,ESP,Tokyo,Water Polo,Women Team,Silver
Marta Casademont,2016,F,Spain,ESP,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
Marta Fiedina,2020,F,Ukraine,UKR,Tokyo,Artistic Swimming,Duet Team,Bronze
Marta Fiedina,2020,F,Ukraine,UKR,Tokyo,Artistic Swimming,Team,Bronze
Marta Gonzlez,2012,F,Spain,ESP,London,Handball,Handball Women's Handball,Bronze
Marta Herrero,2012,F,Spain,ESP,London,Handball,Handball Women's Handball,Bronze
Marta Maggetti,2024,F,Italy,ITA,Paris,Sailing,Women's Windsurfing,Gold
Marta Marn,1996,F,Spain,ESP,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Marta Martyanova,2020,F,Russia,ROC,Tokyo,Fencing,Women's Foil Team,Gold
Marta Pagnini,2012,F,Italy,ITA,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
Marta Pascual,2012,F,Spain,ESP,London,Water Polo,Water Polo Women's Water Polo,Silver
Marta Salfrn,2004,F,Cuba,CUB,Athina,Volleyball,Volleyball Women's Volleyball,Bronze
Marta Silva,2004,F,Brazil,BRA,Athina,Football,Football Women's Football,Silver
Marta Sobral,1996,F,Brazil,BRA,Atlanta,Basketball,Basketball Women's Basketball,Silver
Marta Tomac,2020,F,Norway,NOR,Tokyo,Handball,Women Team,Bronze
Marta Walczykiewicz,2016,F,Poland,POL,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",Silver
Marta Wieliczko,2020,F,Poland,POL,Tokyo,Rowing,Women's Quadruple Sculls Team,Silver
Marte Eliasson,1988,F,Norway,NOR,Seoul,Handball,Handball Women's Handball,Silver
Marten Eikelboom,2000,M,Netherlands,NED,Sydney,Hockey,Hockey Men's Hockey,Gold
Martha (-pennyman),1960,F,United States,USA,Roma,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Martha (-schreiber),1960,F,Germany,GER,Roma,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Martha Laurijsen,1984,F,Netherlands,NED,Los Angeles,Rowing,Rowing Women's Coxed Eights,Bronze
Martha Randall,1964,F,United States,USA,Tokyo,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
Martijn Zuijdweg,2000,M,Netherlands,NED,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Martijntje Quik,2000,F,Netherlands,NED,Sydney,Rowing,Rowing Women's Coxed Eights,Silver
